title,price,rating,colors,size,gender,timestamp
Crewneck 199,6744320.0,3.1,3,XL,men,2025-06-22T17:23:28.548583
T-shirt 200,6289920.0,3.5,3,XXL,women,2025-06-22T17:23:28.548583
Pants 202,5592480.0,3.3,3,M,men,2025-06-22T17:23:29.670952
Outerwear 203,2144000.0,3.4,3,L,women,2025-06-22T17:23:29.670952
Jacket 204,6031040.0,3.9,3,XL,unisex,2025-06-22T17:23:29.670952
Crewneck 205,6434880.0,3.2,3,XXL,men,2025-06-22T17:23:29.670952
T-shirt 206,4674720.0,4.5,3,S,women,2025-06-22T17:23:29.670952
Hoodie 207,6101440.0,3.5,3,M,unisex,2025-06-22T17:23:29.670952
Pants 208,4637600.0,3.1,3,L,men,2025-06-22T17:23:29.671950
Outerwear 209,7980640.0,4.3,3,XL,women,2025-06-22T17:23:29.671950
Jacket 210,7827360.0,4.7,3,XXL,unisex,2025-06-22T17:23:29.671950
T-shirt 212,8794880.0,4.7,3,M,women,2025-06-22T17:23:29.671950
Hoodie 213,5748000.0,3.6,3,L,unisex,2025-06-22T17:23:29.671950
Pants 214,4315680.0,4.9,3,XL,men,2025-06-22T17:23:29.671950
Outerwear 215,1449600.0,3.8,3,XXL,women,2025-06-22T17:23:29.671950
Jacket 216,4576480.0,4.6,3,S,unisex,2025-06-22T17:23:29.672951
Crewneck 217,5772960.0,4.8,3,M,men,2025-06-22T17:23:29.672951
T-shirt 218,5600320.0,3.1,3,L,women,2025-06-22T17:23:29.672951
Hoodie 219,5671040.0,4.6,3,XL,unisex,2025-06-22T17:23:29.672951
Pants 220,3357600.0,3.2,3,XXL,men,2025-06-22T17:23:29.672951
Jacket 222,7438080.0,3.4,3,M,unisex,2025-06-22T17:23:30.889675
Crewneck 223,952960.0,4.8,3,L,men,2025-06-22T17:23:30.889675
T-shirt 224,3534560.0,4.5,3,XL,women,2025-06-22T17:23:30.890691
Hoodie 225,5232800.0,3.5,3,XXL,unisex,2025-06-22T17:23:30.890691
Outerwear 227,6742560.0,4.8,3,M,women,2025-06-22T17:23:30.890691
Jacket 228,8076800.0,4.5,3,L,unisex,2025-06-22T17:23:30.890691
Crewneck 229,3101920.0,4.9,3,XL,men,2025-06-22T17:23:30.891676
T-shirt 230,7133280.0,4.5,3,XXL,women,2025-06-22T17:23:30.891676
Pants 232,8327360.000000001,4.0,3,M,men,2025-06-22T17:23:30.892711
Outerwear 233,847360.0,4.8,3,L,women,2025-06-22T17:23:30.892711
Jacket 234,1159200.0,4.5,3,XL,unisex,2025-06-22T17:23:30.892711
Crewneck 235,6560320.0,3.4,3,XXL,men,2025-06-22T17:23:30.892711
T-shirt 236,5492320.0,3.9,3,S,women,2025-06-22T17:23:30.892711
Hoodie 237,4743520.0,3.1,3,M,unisex,2025-06-22T17:23:30.892711
Pants 238,8301920.0,3.8,3,L,men,2025-06-22T17:23:30.892711
Outerwear 239,7934080.0,3.1,3,XL,women,2025-06-22T17:23:30.892711
Jacket 240,7600000.0,3.8,3,XXL,unisex,2025-06-22T17:23:30.893707
T-shirt 242,4833600.0,3.4,3,M,women,2025-06-22T17:23:32.694510
Hoodie 243,3371680.0,3.1,3,L,unisex,2025-06-22T17:23:32.695511
Pants 244,8116160.0,3.1,3,XL,men,2025-06-22T17:23:32.695511
Outerwear 245,1451680.0,4.0,3,XXL,women,2025-06-22T17:23:32.695511
Jacket 246,8735040.0,3.1,3,S,unisex,2025-06-22T17:23:32.695511
Crewneck 247,8769120.0,3.0,3,M,men,2025-06-22T17:23:32.695511
T-shirt 248,2280000.0,4.5,3,L,women,2025-06-22T17:23:32.695511
Hoodie 249,2149440.0,4.2,3,XL,unisex,2025-06-22T17:23:32.695511
Pants 250,4314240.0,3.1,3,XXL,men,2025-06-22T17:23:32.695511
Jacket 252,8408480.0,3.2,3,M,unisex,2025-06-22T17:23:32.696510
Crewneck 253,1854720.0,3.9,3,L,men,2025-06-22T17:23:32.696510
T-shirt 254,5984160.0,3.9,3,XL,women,2025-06-22T17:23:32.696510
Hoodie 255,3668000.0,4.1,3,XXL,unisex,2025-06-22T17:23:32.696510
Outerwear 257,7073120.0,5.0,3,M,women,2025-06-22T17:23:32.696510
Jacket 258,2080639.9999999998,4.7,3,L,unisex,2025-06-22T17:23:32.696510
Crewneck 259,2275520.0,3.3,3,XL,men,2025-06-22T17:23:32.697505
T-shirt 260,6271520.0,3.5,3,XXL,women,2025-06-22T17:23:32.697505
Pants 262,1097760.0,3.4,3,M,men,2025-06-22T17:23:34.206260
Outerwear 263,1878400.0,4.2,3,L,women,2025-06-22T17:23:34.206260
Jacket 264,2063040.0,4.8,3,XL,unisex,2025-06-22T17:23:34.206260
Crewneck 265,2483040.0,3.5,3,XXL,men,2025-06-22T17:23:34.207261
T-shirt 266,4842080.0,4.6,3,S,women,2025-06-22T17:23:34.207261
Hoodie 267,4086240.0,4.3,3,M,unisex,2025-06-22T17:23:34.207261
Pants 268,5005120.0,3.6,3,L,men,2025-06-22T17:23:34.207261
Outerwear 269,8073920.0,3.1,3,XL,women,2025-06-22T17:23:34.207261
Jacket 270,2569120.0,4.2,3,XXL,unisex,2025-06-22T17:23:34.207261
T-shirt 272,5811840.0,3.3,3,M,women,2025-06-22T17:23:34.208220
Hoodie 273,5291360.0,4.9,3,L,unisex,2025-06-22T17:23:34.208220
Pants 274,3669280.0,4.2,3,XL,men,2025-06-22T17:23:34.208220
Outerwear 275,5575360.0,4.8,3,XXL,women,2025-06-22T17:23:34.208220
Jacket 276,1013600.0,4.3,3,S,unisex,2025-06-22T17:23:34.208220
Crewneck 277,2383680.0,4.7,3,M,men,2025-06-22T17:23:34.208220
T-shirt 278,2087360.0000000002,3.8,3,L,women,2025-06-22T17:23:34.208220
Hoodie 279,5592320.0,4.7,3,XL,unisex,2025-06-22T17:23:34.208220
Pants 280,7501440.0,3.9,3,XXL,men,2025-06-22T17:23:34.209246
Jacket 282,2227040.0,3.0,3,M,unisex,2025-06-22T17:23:35.565798
Crewneck 283,6633120.0,3.2,3,L,men,2025-06-22T17:23:35.565798
T-shirt 284,6568000.0,3.6,3,XL,women,2025-06-22T17:23:35.566797
Hoodie 285,3009120.0,3.2,3,XXL,unisex,2025-06-22T17:23:35.566797
Outerwear 287,5273600.0,3.7,3,M,women,2025-06-22T17:23:35.566797
Jacket 288,3123040.0,4.1,3,L,unisex,2025-06-22T17:23:35.567806
Crewneck 289,888000.0,4.0,3,XL,men,2025-06-22T17:23:35.567949
T-shirt 290,6425120.0,4.2,3,XXL,women,2025-06-22T17:23:35.567949
Pants 292,2384480.0,3.9,3,M,men,2025-06-22T17:23:35.567949
Outerwear 293,1176160.0,4.5,3,L,women,2025-06-22T17:23:35.567949
Jacket 294,5947200.0,3.8,3,XL,unisex,2025-06-22T17:23:35.567949
Crewneck 295,7266720.0,4.9,3,XXL,men,2025-06-22T17:23:35.568946
T-shirt 296,1172160.0,3.1,3,S,women,2025-06-22T17:23:35.568946
Hoodie 297,7801120.0,3.6,3,M,unisex,2025-06-22T17:23:35.568946
Pants 298,2426080.0,4.8,3,L,men,2025-06-22T17:23:35.568946
Outerwear 299,1947840.0,4.3,3,XL,women,2025-06-22T17:23:35.568946
Jacket 300,6408480.0,4.0,3,XXL,unisex,2025-06-22T17:23:35.568946
T-shirt 302,5711200.0,3.2,3,M,women,2025-06-22T17:23:37.122509
Hoodie 303,7974560.0,4.1,3,L,unisex,2025-06-22T17:23:37.122509
Pants 304,7129760.0,3.4,3,XL,men,2025-06-22T17:23:37.122509
Outerwear 305,6325440.0,4.5,3,XXL,women,2025-06-22T17:23:37.122509
Jacket 306,7575040.0,4.2,3,S,unisex,2025-06-22T17:23:37.123504
Crewneck 307,7735200.0,3.7,3,M,men,2025-06-22T17:23:37.123504
T-shirt 308,4086080.0,4.1,3,L,women,2025-06-22T17:23:37.123504
Hoodie 309,3953120.0,4.8,3,XL,unisex,2025-06-22T17:23:37.123504
Pants 310,6329280.0,4.7,3,XXL,men,2025-06-22T17:23:37.123504
Jacket 312,7267040.0,3.8,3,M,unisex,2025-06-22T17:23:37.124506
Crewneck 313,1948320.0,3.1,3,L,men,2025-06-22T17:23:37.124506
T-shirt 314,6017120.0,3.2,3,XL,women,2025-06-22T17:23:37.125508
Hoodie 315,7022880.0,3.1,3,XXL,unisex,2025-06-22T17:23:37.125508
Outerwear 317,5259040.0,3.3,3,M,women,2025-06-22T17:23:37.126514
Jacket 318,5667200.0,3.7,3,L,unisex,2025-06-22T17:23:37.126514
Crewneck 319,3085920.0,3.3,3,XL,men,2025-06-22T17:23:37.126514
T-shirt 320,829440.0,3.3,3,XXL,women,2025-06-22T17:23:37.126514
Pants 322,7810400.0,3.2,3,M,men,2025-06-22T17:23:38.261264
Outerwear 323,8468000.0,3.1,3,L,women,2025-06-22T17:23:38.261264
Jacket 324,6082720.0,3.3,3,XL,unisex,2025-06-22T17:23:38.261264
Crewneck 325,3001760.0,3.4,3,XXL,men,2025-06-22T17:23:38.262264
T-shirt 326,4519360.0,4.9,3,S,women,2025-06-22T17:23:38.262264
Hoodie 327,6641440.0,4.4,3,M,unisex,2025-06-22T17:23:38.262264
Pants 328,5732960.0,4.5,3,L,men,2025-06-22T17:23:38.262264
Outerwear 329,6724160.0,4.7,3,XL,women,2025-06-22T17:23:38.262264
Jacket 330,1591200.0,4.3,3,XXL,unisex,2025-06-22T17:23:38.262264
T-shirt 332,2335680.0,3.4,3,M,women,2025-06-22T17:23:38.262264
Hoodie 333,1746080.0,4.8,3,L,unisex,2025-06-22T17:23:38.263268
Pants 334,2409440.0,3.8,3,XL,men,2025-06-22T17:23:38.263268
Outerwear 335,2826720.0,3.0,3,XXL,women,2025-06-22T17:23:38.263268
Jacket 336,6237760.0,5.0,3,S,unisex,2025-06-22T17:23:38.263268
Crewneck 337,8608800.0,4.3,3,M,men,2025-06-22T17:23:38.263268
T-shirt 338,2883360.0,3.9,3,L,women,2025-06-22T17:23:38.263268
Hoodie 339,4424800.0,4.9,3,XL,unisex,2025-06-22T17:23:38.263268
Pants 340,5975200.0,4.3,3,XXL,men,2025-06-22T17:23:38.264242
Jacket 342,1827680.0,4.8,3,M,unisex,2025-06-22T17:23:39.486947
Crewneck 343,2279040.0,4.1,3,L,men,2025-06-22T17:23:39.486947
T-shirt 344,3415680.0,4.5,3,XL,women,2025-06-22T17:23:39.486947
Hoodie 345,7577440.0,3.3,3,XXL,unisex,2025-06-22T17:23:39.486947
Outerwear 347,6986080.0,4.7,3,M,women,2025-06-22T17:23:39.487946
Jacket 348,3195040.0,4.6,3,L,unisex,2025-06-22T17:23:39.487946
Crewneck 349,6085600.0,3.5,3,XL,men,2025-06-22T17:23:39.487946
T-shirt 350,8047680.0,5.0,3,XXL,women,2025-06-22T17:23:39.487946
Pants 352,2838880.0,4.0,3,M,men,2025-06-22T17:23:39.487946
Outerwear 353,961600.0,3.6,3,L,women,2025-06-22T17:23:39.487946
Jacket 354,2294720.0,3.8,3,XL,unisex,2025-06-22T17:23:39.488946
Crewneck 355,4246560.0,3.2,3,XXL,men,2025-06-22T17:23:39.488946
T-shirt 356,7150080.0,4.3,3,S,women,2025-06-22T17:23:39.488946
Hoodie 357,3739360.0,3.6,3,M,unisex,2025-06-22T17:23:39.488946
Pants 358,8479520.0,3.9,3,L,men,2025-06-22T17:23:39.488946
Outerwear 359,1696480.0,4.3,3,XL,women,2025-06-22T17:23:39.488946
Jacket 360,8788320.0,4.8,3,XXL,unisex,2025-06-22T17:23:39.488946
T-shirt 362,4776800.0,5.0,3,M,women,2025-06-22T17:23:41.142209
Hoodie 363,1171360.0,3.2,3,L,unisex,2025-06-22T17:23:41.143189
Pants 364,4972800.0,4.8,3,XL,men,2025-06-22T17:23:41.143189
Outerwear 365,6956480.0,4.5,3,XXL,women,2025-06-22T17:23:41.143189
Jacket 366,5854880.0,4.9,3,S,unisex,2025-06-22T17:23:41.143189
Crewneck 367,8359360.000000001,4.9,3,M,men,2025-06-22T17:23:41.143189
T-shirt 368,965120.0,3.2,3,L,women,2025-06-22T17:23:41.143189
Hoodie 369,7204960.0,4.7,3,XL,unisex,2025-06-22T17:23:41.143189
Pants 370,4559680.0,3.6,3,XXL,men,2025-06-22T17:23:41.144189
Jacket 372,5052960.0,3.6,3,M,unisex,2025-06-22T17:23:41.144189
Crewneck 373,2231040.0,3.6,3,L,men,2025-06-22T17:23:41.144189
T-shirt 374,7697120.0,3.9,3,XL,women,2025-06-22T17:23:41.144189
Hoodie 375,7027520.0,3.9,3,XXL,unisex,2025-06-22T17:23:41.144189
Outerwear 377,6802080.0,4.8,3,M,women,2025-06-22T17:23:41.145188
Jacket 378,3402400.0,3.6,3,L,unisex,2025-06-22T17:23:41.145188
Crewneck 379,3963200.0,4.4,3,XL,men,2025-06-22T17:23:41.145188
T-shirt 380,2547040.0,3.8,3,XXL,women,2025-06-22T17:23:41.145188
Pants 382,1356160.0,4.4,3,M,men,2025-06-22T17:23:42.262693
Outerwear 383,3431040.0,3.4,3,L,women,2025-06-22T17:23:42.262693
Jacket 384,1452960.0,3.3,3,XL,unisex,2025-06-22T17:23:42.262693
Crewneck 385,7950720.0,4.9,3,XXL,men,2025-06-22T17:23:42.262693
T-shirt 386,4793600.0,4.6,3,S,women,2025-06-22T17:23:42.262693
Hoodie 387,8418080.0,4.2,3,M,unisex,2025-06-22T17:23:42.263693
Pants 388,931200.0,3.1,3,L,men,2025-06-22T17:23:42.263693
Outerwear 389,2883200.0,5.0,3,XL,women,2025-06-22T17:23:42.263693
Jacket 390,5432960.0,3.3,3,XXL,unisex,2025-06-22T17:23:42.263693
T-shirt 392,1226080.0,4.4,3,M,women,2025-06-22T17:23:42.263693
Hoodie 393,4068480.0,3.2,3,L,unisex,2025-06-22T17:23:42.263693
Pants 394,3540000.0,3.3,3,XL,men,2025-06-22T17:23:42.263693
